Severity,Record Type,Source Document,Page,Organization,Date,OCR Original,LLM Resolution,Suggested Problem
Medium — inference,performer,UDC20260028-23.pdf,7,Musashino Academia Musicae,1977-78,"Soloist: Kathrin Rabus, Violin
Chieko Yokoyama, Piano",name: Chieko Yokoyama | part_or_instrument: Piano | associated_work: Klavierkonzert Nr.3 c moll Op.37,Associated works inferred: Yokoyama with Beethoven Piano Concerto on this program.
Medium — inference,performer,UDC20260028-23.pdf,7,Musashino Academia Musicae,1977-78,"Soloist: Kathrin Rabus, Violin
Chieko Yokoyama, Piano",name: Kathrin Rabus | part_or_instrument: Violin | associated_work: Violinekonzert e moll Op.64,Associated works inferred as above.
Medium — inference,performer,UDC20260028-23.pdf,7,Musashino Academia Musicae,1977-78,"Soloist: Yukiko Miyamoto, Violin",name: Yukiko Miyamoto | part_or_instrument: Violin | associated_work: Violinekonzert e moll Op.64,Associated work inferred as Mendelssohn Violin Concerto on this program.
Medium — inference,performer,UDC20260028-23.pdf,7,Musashino Academia Musicae,1977-78,"Soloist: Kathrin Rabus, Violin",name: Kathrin Rabus | part_or_instrument: Violin | associated_work: Violinekonzert e moll Op.64,Associated work inferred as Mendelssohn Violin Concerto on this program.
Medium — inference,performer,UDC20260028-23.pdf,8,Musashino Academia Musicae,1977-78,"Soloist: Chieko Yokoyama, Piano
ピアノ＝横山智英子",name: Chieko Yokoyama | part_or_instrument: Piano | associated_work: Klavierkonzert Nr.3 c moll Op.37,Associated work inferred as Beethoven Piano Concerto on this program.
Medium — inference,performer,UDC20260028-23.pdf,8,Musashino Academia Musicae,1977-78,"Soloist: Yukiko Miyamoto, Violin
ヴァイオリン＝宮本由紀子",name: Yukiko Miyamoto | part_or_instrument: Violin | associated_work: Violinekonzert e moll Op.64,Associated work inferred as Mendelssohn Violin Concerto on this program.
Medium — inference,performer,UDC20260028-23.pdf,8,Musashino Academia Musicae,1977-78,"Soloist: Chieko Yokoyama, Piano
ピアノ＝横山智英子",name: Chieko Yokoyama | part_or_instrument: Piano | associated_work: Klavierkonzert Nr.3 c moll Op.37,Associated work inferred as Beethoven Piano Concerto on this program.
Medium — inference,performer,UDC20260028-23.pdf,9,Musashino Academia Musicae,1977-78,"Soloist: Kunio Hirano, Piano
ピアノ＝平野邦夫",name: Kunio Hirano | part_or_instrument: Piano | associated_work: Concerto for Piano and Wind Instruments,Associated work inferred as Stravinsky's Concerto for Piano and Wind Instruments.
Medium — inference,performer,UDC20260028-23.pdf,21,Musashino Academia Musicae,1977-78,"Soloists: Chieko Yokoyama, Piano
ピアノ＝横山智英子",name: Chieko Yokoyama | part_or_instrument: Piano | associated_work: Klavierkonzert Nr. 3 c moll Op. 37,Associated work inferred as Beethoven Piano Concerto on this program.
Medium — inference,performer,UDC20260028-23.pdf,21,Musashino Academia Musicae,1977-78,"Yukiko Miyamoto, Violin
ヴァイオリン＝宮本由紀子",name: Yukiko Miyamoto | part_or_instrument: Violin | associated_work: Violinekonzert e moll Op. 64,Associated work inferred as Mendelssohn Violin Concerto on this program.
Medium — inference,performer,UDC20260028-23.pdf,22,Musashino Academia Musicae,1977-78,"Piano: Kunio Hirano
ピアノ＝平野邦夫",name: Kunio Hirano | part_or_instrument: Piano | associated_work: Concerto for Piano and Wind Instruments,Associated work inferred as Stravinsky Concerto for Piano and Wind Instruments on this program.
Medium — inference,performer,UDC20260028-23.pdf,22,Musashino Academia Musicae,1977-78,"Piano: Kikuo Watanabe
ピアノ＝渡辺規久雄",name: Kikuo Watanabe | part_or_instrument: Piano | associated_work: Klavier konzert Nr. 12 A-dur K. 414,Associated work inferred as W.A.Mozart Klavier konzert Nr. 12 on this program.
Medium — inference,performer,UDC20260028-25.pdf,8,Melbourne Liedertafel,1892,Miss Lalla Miranda,name: Miss Lalla Miranda,Voice type not specified; likely a soprano but not stated
Medium — inference,performer,UDC20260028-25.pdf,8,Melbourne Liedertafel,1892,Signor Attilio Buzzi,name: Signor Attilio Buzzi,Voice type not specified
Medium — inference,performer,UDC20260028-25.pdf,19,Melbourne Liedertafel,1892,Miss Lalla Miranda,"name: Miss Lalla Miranda | associated_work: Italian Serenade—""Venetia""",Voice type not specified; likely a soprano but not stated
Medium — inference,performer,UDC20260028-25.pdf,20,Melbourne Liedertafel,1892,"Miss Lalla Miranda, Signor Buzzi and Orchestra","name: Miss Lalla Miranda | associated_work: Grand Duo—""Mella Notte"" (Huguenots)",Voice type not specified; likely a soprano but not stated
Medium — inference,performer,UDC20260028-25.pdf,20,Melbourne Liedertafel,1892,Signor Buzzi and Liedertafel,"name: Signor Buzzi | associated_work: Song—""When Sorrow Sleepeth""",Voice type not specified
Medium — inference,performer,UDC20260028-25.pdf,20,Melbourne Liedertafel,1892,"Miss Lalla Miranda, Signor Buzzi and Orchestra","name: Signor Buzzi | associated_work: Grand Duo—""Mella Notte"" (Huguenots)",Voice type not specified
Medium — inference,work,UDC20260028-25.pdf,22,Melbourne Liedertafel,1892,GOD SAVE THE QUEEN,title: GOD SAVE THE QUEEN,Composer not stated in program
Medium — inference,venue,UDC20260028-26.pdf,62,Musashino Academia Musicae,1979,●ベートーヴェンホール Beethoven Hall,place: ベートーヴェンホール,General hall description; venue usage inferred from context on this page
Medium — inference,venue,UDC20260028-26.pdf,62,Musashino Academia Musicae,1979,●モーツァルトホール,place: モーツァルトホール,General hall description; venue usage inferred from context on this page
Medium — inference,performer,UDC20260028-27.pdf,4,Melbourne Liedertafel,1899,"SIGNOR ACHILLE REBOTTAPO
(Baritone).",name: SIGNOR ACHILLE REBOTTAPO | part_or_instrument: baritone,Surname likely 'Rebottaro'; printed as 'REBOTTAPO' here.
Medium — inference,work,UDC20260028-27.pdf,7,Melbourne Liedertafel,1899,"4. PART SONG—
Landerkennung    Ed. Greig",title: Landerkennung | composer: Ed. Greig | movement_or_selection: Part Song,Composer likely Edvard Grieg; printed as 'Ed. Greig' (abbrev/typo).
Medium — inference,performer,UDC20260028-27.pdf,7,Melbourne Liedertafel,1899,SOLOIST—SIGNOR ACHILLE REBOTTARO.,name: SIGNOR ACHILLE REBOTTARO | part_or_instrument: baritone | associated_work: Landerkennung,Voice type inferred as baritone from Artists list; surname variant vs page 4.
Medium — inference,performer,UDC20260028-27.pdf,9,Melbourne Liedertafel,1899,Sig. ACHILLE REBOTTA RO.,name: Sig. ACHILLE REBOTTA RO. | part_or_instrument: baritone | associated_work: Un Ballo in Maschera,Voice type inferred as baritone from Artists list; surname split across line (likely 'Rebottaro').
Medium — inference,work,UDC20260028-28.pdf,16,Melbourne Liedertafel,1899,Song—Lovely Spring,title: Lovely Spring,Composer not given in the programme
Medium — inference,work,UDC20260028-28.pdf,17,Melbourne Liedertafel,1899,GOD SAVE THE QUEEN,title: GOD SAVE THE QUEEN,Composer not given; likely traditional/anthem
Medium — inference,date,UDC20260028-3.pdf,5,Musashino Academia Musicae,1978,"Wednesday, December 10, 1669 at 7:00 p.m./Tokyo Bunka Kaikan","date_text: Wednesday, December 10, 1669 at 7:00 p.m.",Year appears as '1669'; likely '1969'
Medium — inference,performer,UDC20260028-3.pdf,5,Musashino Academia Musicae,1978,SOLOIST: Yumiko Yoneya (Piano),"name: Yumiko Yoneya | part_or_instrument: piano | associated_work: Piano Concerto No. 5 E flat major Op. 73 ""Emperor""",Associated work inferred as Beethoven Piano Concerto No. 5
Medium — inference,work,UDC20260028-3.pdf,6,Musashino Academia Musicae,1978,                                                                 Ecce quomodo moritur,title: Ecce quomodo moritur | composer: G. P. da Palestrina,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,6,Musashino Academia Musicae,1978,                                                                 Annelein,title: Annelein | composer: O. di Lassa,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,7,Musashino Academia Musicae,1978,                                      La Cathedrale engloutie,title: La Cathedrale engloutie | composer: C. Debussy,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,7,Musashino Academia Musicae,1978,                                      Nachtgang/Freundliche Vision/Zueignung,title: Nachtgang/Freundliche Vision/Zueignung | composer: R. Strauss,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,7,Musashino Academia Musicae,1978,                                      Preludes Op. 28,title: Preludes Op. 28 | composer: F. Chopin,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,8,Musashino Academia Musicae,1978,                                                      La serenade interrompue,title: La serenade interrompue | composer: C. Debussy,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,9,Musashino Academia Musicae,1978,"L. v. Beethoven ..................... Sonata A major Op. 24 ""Kreuzer""","title: Sonata A major Op. 24 ""Kreuzer"" | composer: L. v. Beethoven",Spelling 'Kreuzer' likely 'Kreutzer'
Medium — inference,work,UDC20260028-3.pdf,9,Musashino Academia Musicae,1978,"""Madama Butterfly"" Un bel di, vedremo","title: ""Madama Butterfly"" Un bel di, vedremo | composer: G. Puccini",Composer implied as G. Puccini from context
Medium — inference,work,UDC20260028-3.pdf,9,Musashino Academia Musicae,1978,An die Nachtigall,title: An die Nachtigall | composer: F. Schubert,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,9,Musashino Academia Musicae,1978,Suleikas zweiter Gesang,title: Suleikas zweiter Gesang | composer: F. Schubert,Composer inferred from preceding lines
Medium — inference,work,UDC20260028-3.pdf,9,Musashino Academia Musicae,1978,Chanson du pecheur Op. 4,title: Chanson du pecheur Op. 4 | composer: G. Faure,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,10,Musashino Academia Musicae,1978,                                 Wenn Trost und Hülf',title: Wenn Trost und Hülf' | composer: J. S. Bach,Likely a selection/movement; composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,10,Musashino Academia Musicae,1978,                                 Das Veilchen,title: Das Veilchen | composer: W. A. Mozart,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,10,Musashino Academia Musicae,1978,                                 An Chloe,title: An Chloe | composer: W. A. Mozart,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,10,Musashino Academia Musicae,1978,                                 Les Cloches,title: Les Cloches | composer: C. Debussy,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,10,Musashino Academia Musicae,1978,                                 De Soir,title: De Soir | composer: C. Debussy,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,10,Musashino Academia Musicae,1978,                                 Mit einem gemalten Band,title: Mit einem gemalten Band | composer: O. Schoeck,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,10,Musashino Academia Musicae,1978,                                 Nachklang,title: Nachklang | composer: O. Schoeck,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,11,Musashino Academia Musicae,1978,                                              Chi vuole innamorarsi,title: Chi vuole innamorarsi | composer: A. Scarlatti,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,11,Musashino Academia Musicae,1978,                                              Stornello,title: Stornello | composer: G. Verdi,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,11,Musashino Academia Musicae,1978,                                              Non t'accostare all'urna,title: Non t'accostare all'urna | composer: G. Verdi,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,11,Musashino Academia Musicae,1978,"                                              No, non e morto il figlio tuo","title: No, non e morto il figlio tuo | composer: O. Respighi",Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,11,Musashino Academia Musicae,1978,                                              6 Bagatelles Op. 126,title: 6 Bagatelles Op. 126 | composer: L. v. Beethoven,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,11,Musashino Academia Musicae,1978,                                              Scherzo E major Op. 54,title: Scherzo E major Op. 54 | composer: F. Chopin,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,12,Musashino Academia Musicae,1978,                                               Klärchens Lied,title: Klärchens Lied | composer: F. Schubert,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,12,Musashino Academia Musicae,1978,                                               Suleika,title: Suleika | composer: F. Schubert,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,12,Musashino Academia Musicae,1978,                                               Suleika zweiter Gesang,title: Suleika zweiter Gesang | composer: F. Schubert,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,12,Musashino Academia Musicae,1978,                                               Ganymed,title: Ganymed | composer: F. Schubert,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,12,Musashino Academia Musicae,1978,                                               Blumengruss,title: Blumengruss | composer: H. Wolf,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,12,Musashino Academia Musicae,1978,                                               Die Bekehrte,title: Die Bekehrte | composer: H. Wolf,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,12,Musashino Academia Musicae,1978,                                               Die Spröde,title: Die Spröde | composer: H. Wolf,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,12,Musashino Academia Musicae,1978,                                               Mignon (Heiss' mich),title: Mignon (Heiss' mich) | composer: H. Wolf,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,12,Musashino Academia Musicae,1978,                                               Mignon (Nur wer),title: Mignon (Nur wer) | composer: H. Wolf,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,12,Musashino Academia Musicae,1978,                                               Mignon (Kennst du),title: Mignon (Kennst du) | composer: H. Wolf,Composer inferred from preceding line
Medium — inference,organization,UDC20260028-3.pdf,13,Musashino Academia Musicae,1978,WEDNSDAY CONCERT and SATURDAY CONCERT,name: WEDNSDAY CONCERT and SATURDAY CONCERT | role: concert series,'WEDNSDAY' likely 'WEDNESDAY'
Medium — inference,work,UDC20260028-3.pdf,14,Musashino Academia Musicae,1978,                                                                 Im Frühling,title: Im Frühling | composer: F. Schubert,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,14,Musashino Academia Musicae,1978,                                                                 An Silvia,title: An Silvia | composer: F. Schubert,Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,14,Musashino Academia Musicae,1978,"                                                                 Feinsliebchen, du sollst mir nicht barfuss geh'n","title: Feinsliebchen, du sollst mir nicht barfuss geh'n | composer: J. Brahms",Composer inferred from preceding line
Medium — inference,work,UDC20260028-3.pdf,14,Musashino Academia Musicae,1978,                                                                 Die Einsame,title: Die Einsame | composer: O. Schoeck,Composer inferred from preceding line
